1549354647.770772,5,-0.000145,0.065606,0.552060,0.000018,-0.245078,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,241.699219,-225.585938,0.000000,0.000000,8.056641,23.900000,24.000000,24.000000,24.100000,23.900000,23.800000,30,32,33,33,39,40
1549354647.878844,9,-0.000145,0.065606,0.552235,0.000018,-0.245037,-0.000021,0.000000,-0.000000,0.003338,0.000000,0.000000,0.000000,0.000000,241.699219,-273.925781,0.000000,0.000000,0.000000,23.900000,24.000000,24.000000,24.100000,23.900000,23.800000,30,32,33,33,39,40
1549354647.986636,13,-0.000145,0.065606,0.552398,0.000018,-0.244954,-0.000021,0.000000,-0.000000,0.001878,0.000000,-0.000345,0.000000,0.000000,306.152344,-290.039062,0.000000,-16.113281,0.000000,23.900000,24.000000,24.000000,24.100000,23.900000,23.900000,30,32,33,33,40,40
1549354648.094584,17,-0.000132,0.065606,0.552398,0.000018,-0.245016,-0.000021,0.000000,-0.000000,0.000000,0.000000,-0.000689,0.000000,0.000000,225.585938,-338.378906,0.000000,-24.169922,0.000000,24.000000,24.000000,24.100000,24.100000,24.000000,23.800000,30,32,32,33,37,40
1549354648.202534,21,-0.000132,0.065619,0.552398,0.000018,-0.245057,-0.000021,0.000000,-0.000000,0.000000,0.000000,-0.000345,0.000000,0.000000,386.718750,-338.378906,0.000000,-24.169922,0.000000,24.000000,24.000000,24.100000,24.100000,23.900000,23.800000,30,32,33,33,39,40
1549354648.310462,25,-0.000132,0.065619,0.552398,0.000018,-0.245099,-0.000021,0.000000,-0.000000,0.000000,0.000000,-0.000345,0.000000,0.000000,257.812500,-338.378906,0.000000,-20.141602,-8.056641,24.000000,24.000000,24.000000,24.100000,24.000000,23.800000,30,32,33,33,37,40
1549354648.418322,29,-0.000132,0.065619,0.552398,0.000018,-0.245140,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,322.265625,-338.378906,0.000000,-28.198242,-8.056641,23.900000,24.000000,24.000000,24.100000,23.800000,23.800000,30,32,33,33,40,40
1549354648.526342,33,-0.000132,0.065619,0.552398,0.000018,-0.245140,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,322.265625,-338.378906,0.000000,-24.169922,8.056641,23.900000,24.000000,24.000000,24.100000,23.800000,23.800000,30,32,33,33,40,40
1549354648.634265,37,-0.000132,0.065619,0.552398,0.000018,-0.245140,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,241.699219,-338.378906,0.000000,-24.169922,0.000000,24.000000,24.000000,24.100000,24.100000,24.000000,23.800000,30,32,33,33,37,40
1549354648.742214,41,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,241.699219,-338.378906,0.000000,-24.169922,0.000000,23.900000,24.000000,24.000000,24.100000,24.000000,23.800000,30,32,33,33,37,40
1549354648.851111,45,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,290.039062,-338.378906,0.000000,-24.169922,8.056641,23.900000,24.000000,24.000000,24.100000,24.000000,23.800000,30,32,33,33,40,40
1549354648.958975,49,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,290.039062,-338.378906,0.000000,-24.169922,8.056641,23.900000,24.000000,24.000000,24.100000,23.900000,23.800000,30,32,33,33,40,40
1549354649.068984,53,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,273.925781,-338.378906,0.000000,-24.169922,8.056641,23.900000,24.000000,24.000000,24.100000,24.000000,23.800000,30,32,33,33,40,40
1549354649.176955,57,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,338.378906,-338.378906,0.000000,-24.169922,8.056641,23.900000,24.000000,24.000000,24.100000,23.900000,23.800000,30,32,33,33,40,40
1549354649.284826,61,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,290.039062,-338.378906,0.000000,-24.169922,0.000000,23.900000,24.000000,24.000000,24.100000,23.900000,23.800000,30,32,33,33,40,40
1549354649.392737,65,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,322.265625,-338.378906,0.000000,-24.169922,8.056641,23.900000,24.000000,24.100000,24.100000,23.900000,23.800000,30,32,33,33,40,40
1549354649.500520,69,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,257.812500,-338.378906,0.000000,-24.169922,8.056641,24.000000,24.000000,24.000000,24.100000,23.900000,23.800000,30,32,33,33,40,40
1549354649.608665,73,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,273.925781,-338.378906,0.000000,-24.169922,0.000000,23.900000,24.000000,24.000000,24.100000,23.900000,23.800000,30,32,33,33,40,40
1549354649.716528,77,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,386.718750,-338.378906,0.000000,-24.169922,-8.056641,23.900000,24.000000,24.000000,24.100000,23.900000,23.900000,30,32,33,33,40,40
1549354649.824654,81,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,322.265625,-338.378906,0.000000,-24.169922,8.056641,23.900000,24.000000,24.000000,24.100000,24.000000,23.800000,30,32,33,33,40,40
1549354649.932340,85,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,322.265625,-338.378906,0.000000,-24.169922,8.056641,23.900000,24.000000,24.000000,24.100000,24.000000,23.800000,30,32,33,33,40,40
1549354650.040297,89,-0.000132,0.065619,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,338.378906,-338.378906,0.000000,-24.169922,-8.056641,24.000000,24.000000,24.000000,24.100000,23.900000,23.900000,30,32,33,33,40,40
1549354650.148311,93,-0.000132,0.065631,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,322.265625,-338.378906,0.000000,-24.169922,0.000000,23.900000,24.100000,24.000000,24.100000,23.800000,23.800000,30,32,33,33,39,40
1549354650.256274,97,-0.000132,0.065631,0.552398,0.000018,-0.245161,-0.000021,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,273.925781,-338.378906,0.000000,-24.169922,8.056641,24.000000,24.000000,24.000000,24.100000,23.900000,23.800000,30,32,33,33,40,40
